Quarter,City,HPI@Assessment Prices,HPI_Lag1,Repo_Rate,Repo_Rate_Lag1,CPI_Inflation,M3_Growth,GDP_Growth
Dec-21,Indore,121,118,4,4,165.1333333,10.19666667,4.45
Mar-22,Indore,123,121,4,4,165.6666667,8.633333333,13.49
Jun-22,Indore,125.43,123,4.433333333,4,170.4666667,8.683333333,5.96
Sep-22,Indore,126.24,125.43,5.4,4.433333333,173.1666667,8.703333333,4.84
Dec-22,Indore,127.6,126.24,6.016666667,5.4,174.8,8.91,6.90
Mar-23,Indore,128.82,127.6,6.416666667,6.016666667,175.6,9.446666667,9.66
Jun-23,Indore,129.98,128.82,6.5,6.416666667,178.5,11.09333333,9.34
Sep-23,Indore,133.13,129.98,6.5,6.5,183.8,11.21,9.51
Dec-23,Indore,132.1,133.13,6.5,6.5,183.7333333,11.60333333,8.35
Mar-24,Indore,134.59,132.1,6.5,6.5,183.7,11.34333333,6.51
Jun-24,Indore,136.39,134.59,6.5,6.5,186.0666667,11.31666667,5.61
Sep-24,Indore,139.37,136.39,6.5,6.5,190.6666667,9.976666667,6.37
Dec-24,Indore,145.43,139.37,6.5,6.5,192.9666667,10.18666667,7.38
Mar-25,Indore,147.8,145.43,6.333333333,6.5,190.2,9.45,7.81
Jun-25,Indore,148.02,147.8,5.833333333,6.333333333,191.6666667,9.38,8.23
Sep-25,Indore,146.19,148.02,5.5,5.833333333,194.7333333,9.546666667,8.65
Jun--2013,Jaipur,91,146.19,7.333333333,5.5,107.3333333,9.22,7.34
Sep--2013,Jaipur,94,91,7.333333333,7.333333333,112.4333333,9.12,6.53
Dec--2013,Jaipur,96,94,7.75,7.333333333,114.1,10.14666667,5.34
Mar--2014,Jaipur,98,96,8,7.75,113.2333333,9.733333333,8.02
Jun--2014,Jaipur,101,98,8,8,115.5666667,10.79333333,8.70
Sep--2014,Jaipur,106,101,8,8,119.3333333,12.56333333,5.92
Dec--2014,Jaipur,110,106,8,8,118.8333333,11.27,7.11
Mar--2015,Jaipur,111,110,7.666666667,8,118.7666667,10.94,7.59
Jun--2015,Jaipur,113,111,7.416666667,7.666666667,120.7,10.72,8.03
Sep--2015,Jaipur,113,113,7.25,7.416666667,123.0333333,10.93666667,7.20
Dec--2015,Jaipur,113,113,6.75,7.25,124.2666667,10.59,9.09
Mar--2016,Jaipur,116,113,6.75,6.75,123.9333333,10.68,8.68
Jun--2016,Jaipur,116,116,6.5,6.75,126.6666667,10.31666667,9.67
Sep--2016,Jaipur,117,116,6.5,6.5,128.4666667,11.23333333,8.58
Dec--2016,Jaipur,117,117,6.25,6.5,128.2333333,8.233333333,6.29
Mar--2017,Jaipur,116,117,6.25,6.25,128.2333333,7.56,6.11
Jun--2017,Jaipur,110,116,6.25,6.25,129.4333333,6.76,5.32
Sep--2017,Jaipur,105,110,6.083333333,6.25,132.3,6.306666667,6.67
Dec--2017,Jaipur,101,105,6,6.083333333,134.1333333,8.153333333,8.93
Mar--2018,Jaipur,100,101,6,6,134.0333333,9.816666667,7.50
JUN--2018,Jaipur,100,100,6.083333333,6,135.4666667,10.11666667,6.46
SEP--2018,Jaipur,101,100,6.416666667,6.083333333,137.8666667,10.01333333,6.23
Dec-18,Jaipur,103,101,6.5,6.416666667,138.6333333,10.19333333,5.72
Mar-19,Jaipur,103,103,6.333333333,6.5,138.7,10.59333333,5.10
Jun-19,Jaipur,105,103,5.916666667,6.333333333,141.4,10.11666667,4.30
Sep-19,Jaipur,105,105,5.516666667,5.916666667,144.0666667,10.00666667,3.26
Dec-19,Jaipur,105,105,5.15,5.516666667,147.1,10.26666667,2.94
Mar-20,Jaipur,106,105,4.9,5.15,147.7333333,10.07666667,-23.13
Jun-20,Jaipur,106,106,4.133333333,4.9,150.7666667,11.6,-5.84
Sep-20,Jaipur,105,106,4,4.133333333,154.0333333,12.65666667,1.78
Dec-20,Jaipur,104,105,4,4,156.5333333,12.15666667,3.29
Mar-21,Jaipur,104,104,4,4,156.4,12.37,22.63
Jun-21,Jaipur,105,104,4,4,159.3,10.7,9.87
Sep-21,Jaipur,106,105,4,4,162.1,9.59,5.53
Dec-21,Jaipur,108,106,4,4,165.1333333,10.19666667,4.45
Mar-22,Jaipur,112,108,4,4,165.6666667,8.633333333,13.49
Jun-22,Jaipur,114.61,112,4.433333333,4,170.4666667,8.683333333,5.96
Sep-22,Jaipur,117.84,114.61,5.4,4.433333333,173.1666667,8.703333333,4.84
Dec-22,Jaipur,120.93,117.84,6.016666667,5.4,174.8,8.91,6.90
Mar-23,Jaipur,124.04,120.93,6.416666667,6.016666667,175.6,9.446666667,9.66
Jun-23,Jaipur,125.68,124.04,6.5,6.416666667,178.5,11.09333333,9.34
Sep-23,Jaipur,127.63,125.68,6.5,6.5,183.8,11.21,9.51
Dec-23,Jaipur,129.7,127.63,6.5,6.5,183.7333333,11.60333333,8.35
Mar-24,Jaipur,131.44,129.7,6.5,6.5,183.7,11.34333333,6.51
Jun-24,Jaipur,134.2,131.44,6.5,6.5,186.0666667,11.31666667,5.61
Sep-24,Jaipur,136.3,134.2,6.5,6.5,190.6666667,9.976666667,6.37
Dec-24,Jaipur,139.53,136.3,6.5,6.5,192.9666667,10.18666667,7.38
Mar-25,Jaipur,142.24,139.53,6.333333333,6.5,190.2,9.45,7.81
Jun-25,Jaipur,142.89,142.24,5.833333333,6.333333333,191.6666667,9.38,8.23
Sep-25,Jaipur,143.9,142.89,5.5,5.833333333,194.7333333,9.546666667,8.65
Jun--2013,Kolkata,79,143.9,7.333333333,5.5,107.3333333,9.22,7.34
Sep--2013,Kolkata,82,79,7.333333333,7.333333333,112.4333333,9.12,6.53
Dec--2013,Kolkata,84,82,7.75,7.333333333,114.1,10.14666667,5.34
Mar--2014,Kolkata,86,84,8,7.75,113.2333333,9.733333333,8.02
Jun--2014,Kolkata,89,86,8,8,115.5666667,10.79333333,8.70
Sep--2014,Kolkata,90,89,8,8,119.3333333,12.56333333,5.92
Dec--2014,Kolkata,92,90,8,8,118.8333333,11.27,7.11
Mar--2015,Kolkata,93,92,7.666666667,8,118.7666667,10.94,7.59
Jun--2015,Kolkata,95,93,7.416666667,7.666666667,120.7,10.72,8.03
Sep--2015,Kolkata,95,95,7.25,7.416666667,123.0333333,10.93666667,7.20
Dec--2015,Kolkata,96,95,6.75,7.25,124.2666667,10.59,9.09
Mar--2016,Kolkata,97,96,6.75,6.75,123.9333333,10.68,8.68
Jun--2016,Kolkata,99,97,6.5,6.75,126.6666667,10.31666667,9.67
Sep--2016,Kolkata,102,99,6.5,6.5,128.4666667,11.23333333,8.58
Dec--2016,Kolkata,104,102,6.25,6.5,128.2333333,8.233333333,6.29
Mar--2017,Kolkata,105,104,6.25,6.25,128.2333333,7.56,6.11
Jun--2017,Kolkata,101,105,6.25,6.25,129.4333333,6.76,5.32
Sep--2017,Kolkata,99,101,6.083333333,6.25,132.3,6.306666667,6.67
Dec--2017,Kolkata,101,99,6,6.083333333,134.1333333,8.153333333,8.93
Mar--2018,Kolkata,100,101,6,6,134.0333333,9.816666667,7.50
JUN--2018,Kolkata,103,100,6.083333333,6,135.4666667,10.11666667,6.46
SEP--2018,Kolkata,104,103,6.416666667,6.083333333,137.8666667,10.01333333,6.23
Dec-18,Kolkata,104,104,6.5,6.416666667,138.6333333,10.19333333,5.72
Mar-19,Kolkata,105,104,6.333333333,6.5,138.7,10.59333333,5.10
Jun-19,Kolkata,107,105,5.916666667,6.333333333,141.4,10.11666667,4.30
Sep-19,Kolkata,108,107,5.516666667,5.916666667,144.0666667,10.00666667,3.26
Dec-19,Kolkata,110,108,5.15,5.516666667,147.1,10.26666667,2.94
Mar-20,Kolkata,113,110,4.9,5.15,147.7333333,10.07666667,-23.13
Jun-20,Kolkata,114,113,4.133333333,4.9,150.7666667,11.6,-5.84
Sep-20,Kolkata,115,114,4,4.133333333,154.0333333,12.65666667,1.78
Dec-20,Kolkata,116,115,4,4,156.5333333,12.15666667,3.29
Mar-21,Kolkata,116,116,4,4,156.4,12.37,22.63
Jun-21,Kolkata,115,116,4,4,159.3,10.7,9.87
Sep-21,Kolkata,116,115,4,4,162.1,9.59,5.53
Dec-21,Kolkata,118,116,4,4,165.1333333,10.19666667,4.45
Mar-22,Kolkata,119,118,4,4,165.6666667,8.633333333,13.49
Jun-22,Kolkata,122.29,119,4.433333333,4,170.4666667,8.683333333,5.96
Sep-22,Kolkata,123.84,122.29,5.4,4.433333333,173.1666667,8.703333333,4.84
Dec-22,Kolkata,126.72,123.84,6.016666667,5.4,174.8,8.91,6.90
Mar-23,Kolkata,132.07,126.72,6.416666667,6.016666667,175.6,9.446666667,9.66
Jun-23,Kolkata,131.5,132.07,6.5,6.416666667,178.5,11.09333333,9.34
Sep-23,Kolkata,135.12,131.5,6.5,6.5,183.8,11.21,9.51
Dec-23,Kolkata,135.83,135.12,6.5,6.5,183.7333333,11.60333333,8.35
Mar-24,Kolkata,136.95,135.83,6.5,6.5,183.7,11.34333333,6.51
Jun-24,Kolkata,141.98,136.95,6.5,6.5,186.0666667,11.31666667,5.61
Sep-24,Kolkata,143.3,141.98,6.5,6.5,190.6666667,9.976666667,6.37
Dec-24,Kolkata,147.05,143.3,6.5,6.5,192.9666667,10.18666667,7.38
Mar-25,Kolkata,150.04,147.05,6.333333333,6.5,190.2,9.45,7.81
Jun-25,Kolkata,151.64,150.04,5.833333333,6.333333333,191.6666667,9.38,8.23
Sep-25,Kolkata,151.62,151.64,5.5,5.833333333,194.7333333,9.546666667,8.65
Jun--2013,Pune,71,151.62,7.333333333,5.5,107.3333333,9.22,7.34
Sep--2013,Pune,73,71,7.333333333,7.333333333,112.4333333,9.12,6.53
Dec--2013,Pune,75,73,7.75,7.333333333,114.1,10.14666667,5.34
Mar--2014,Pune,77,75,8,7.75,113.2333333,9.733333333,8.02
Jun--2014,Pune,79,77,8,8,115.5666667,10.79333333,8.70
Sep--2014,Pune,81,79,8,8,119.3333333,12.56333333,5.92
Dec--2014,Pune,83,81,8,8,118.8333333,11.27,7.11
Mar--2015,Pune,85,83,7.666666667,8,118.7666667,10.94,7.59
Jun--2015,Pune,87,85,7.416666667,7.666666667,120.7,10.72,8.03
Sep--2015,Pune,89,87,7.25,7.416666667,123.0333333,10.93666667,7.20
Dec--2015,Pune,89,89,6.75,7.25,124.2666667,10.59,9.09
Mar--2016,Pune,90,89,6.75,6.75,123.9333333,10.68,8.68
Jun--2016,Pune,91,90,6.5,6.75,126.6666667,10.31666667,9.67
Sep--2016,Pune,92,91,6.5,6.5,128.4666667,11.23333333,8.58
Dec--2016,Pune,94,92,6.25,6.5,128.2333333,8.233333333,6.29
Mar--2017,Pune,96,94,6.25,6.25,128.2333333,7.56,6.11
Jun--2017,Pune,97,96,6.25,6.25,129.4333333,6.76,5.32
Sep--2017,Pune,97,97,6.083333333,6.25,132.3,6.306666667,6.67
Dec--2017,Pune,99,97,6,6.083333333,134.1333333,8.153333333,8.93
Mar--2018,Pune,100,99,6,6,134.0333333,9.816666667,7.50
JUN--2018,Pune,104,100,6.083333333,6,135.4666667,10.11666667,6.46
SEP--2018,Pune,106,104,6.416666667,6.083333333,137.8666667,10.01333333,6.23
Dec-18,Pune,107,106,6.5,6.416666667,138.6333333,10.19333333,5.72
Mar-19,Pune,108,107,6.333333333,6.5,138.7,10.59333333,5.10
Jun-19,Pune,108,108,5.916666667,6.333333333,141.4,10.11666667,4.30
Sep-19,Pune,109,108,5.516666667,5.916666667,144.0666667,10.00666667,3.26
Dec-19,Pune,112,109,5.15,5.516666667,147.1,10.26666667,2.94
Mar-20,Pune,113,112,4.9,5.15,147.7333333,10.07666667,-23.13
Jun-20,Pune,114,113,4.133333333,4.9,150.7666667,11.6,-5.84
Sep-20,Pune,114,114,4,4.133333333,154.0333333,12.65666667,1.78
Dec-20,Pune,112,114,4,4,156.5333333,12.15666667,3.29
Mar-21,Pune,112,112,4,4,156.4,12.37,22.63
Jun-21,Pune,112,112,4,4,159.3,10.7,9.87
Sep-21,Pune,112,112,4,4,162.1,9.59,5.53
Dec-21,Pune,112,112,4,4,165.1333333,10.19666667,4.45
Mar-22,Pune,113,112,4,4,165.6666667,8.633333333,13.49
Jun-22,Pune,115.66,113,4.433333333,4,170.4666667,8.683333333,5.96
Sep-22,Pune,117.64,115.66,5.4,4.433333333,173.1666667,8.703333333,4.84
Dec-22,Pune,120.04,117.64,6.016666667,5.4,174.8,8.91,6.90
Mar-23,Pune,122.3,120.04,6.416666667,6.016666667,175.6,9.446666667,9.66
Jun-23,Pune,123.09,122.3,6.5,6.416666667,178.5,11.09333333,9.34
Sep-23,Pune,124.77,123.09,6.5,6.5,183.8,11.21,9.51
Dec-23,Pune,125.78,124.77,6.5,6.5,183.7333333,11.60333333,8.35
Mar-24,Pune,128.69,125.78,6.5,6.5,183.7,11.34333333,6.51
Jun-24,Pune,130.93,128.69,6.5,6.5,186.0666667,11.31666667,5.61
Sep-24,Pune,132.46,130.93,6.5,6.5,190.6666667,9.976666667,6.37
Dec-24,Pune,135.13,132.46,6.5,6.5,192.9666667,10.18666667,7.38
Mar-25,Pune,137.4,135.13,6.333333333,6.5,190.2,9.45,7.81
Jun-25,Pune,138.75,137.4,5.833333333,6.333333333,191.6666667,9.38,8.23
Sep-25,Pune,138.53,138.75,5.5,5.833333333,194.7333333,9.546666667,8.65
,,,,,,,,
